,author,statement,source,date,target,BinaryNumTarget
194,Tom Kertscher,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",Facebook posts,"July 26, 2021",pants-fire,1
195,Paul Specht,"""Lumber prices can be tied to the (Trump) administration’s actions.""",Alma Adams,"July 23, 2021",half-true,0
196,Sasha Hupka,"“California has a personal belief exemption to any new vaccine added to the schedule after June 2015 for public and private daycare, preschool and K-12.”",Instagram posts,"July 23, 2021",false,1
197,Louis Jacobson,"""The cost of an automobile, it's kind of back to what it was before the pandemic.""",Joe Biden,"July 23, 2021",false,1
198,Jason Asenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,"July 23, 2021",pants-fire,1
199,Emily Tian,"Referring to a destroyed brick mural of George Floyd, said it’s highly unusual for a brick wall to be destroyed by lightning.",Donald Trump Jr.,"July 23, 2021",false,1
200,Emily Tian,“Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their ‘try to be less White’ statement.”,Facebook posts,"July 23, 2021",false,1
201,Amy Sherman,“This week the military was moving big equipment into the major big cities preparing for the Maricopa audit results.”,Facebook posts,"July 23, 2021",false,1
202,Tom Kertscher,Says Joe Biden and Kamala Harris distrusted COVID-19 vaccines.,TikTok posts,"July 23, 2021",false,1
203,Jon Greenberg,"""Income taxes are voluntary.""",Facebook posts,"July 23, 2021",pants-fire,1
204,Brandon Mulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,"July 23, 2021",pants-fire,1
205,Gabrielle Settles,The coronavirus can’t be so dangerous because there are no biohazard bins for COVID-19 masks and gloves.,Facebook posts,"July 22, 2021",false,1
206,Louis Jacobson,"“Ten thousand people have recently died. 9,950 of them, thereabouts, are people who hadn’t been vaccinated.""",Joe Biden,"July 22, 2021",mostly-true,0
207,Jon Greenberg,“President Biden says he wants to ban handguns.”,House Republicans,"July 22, 2021",false,1
208,Amy Sherman,“You’re not going to get COVID if you have these vaccinations.”,Joe Biden,"July 22, 2021",half-true,0
209,Natalie Dunlap,"“In South Dakota, I’m putting prayer back in our schools.”",Kristi Noem,"July 22, 2021",false,1
210,Tom Kertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,"July 22, 2021",pants-fire,1
211,Monique Curet,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,"July 22, 2021",pants-fire,1
212,Kelsey Sena,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,"• July 22,",pants-fire,1
213,Warren Fiske,“Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.”,Bobby Scott,"July 22, 2021",false,1
214,Tom Kertscher,"“If the shot actually saved lives, they’d be priced so high that you literally could not afford them, you know like insulin.”",Viral image,"July 21, 2021",false,1
215,Jon Greenberg,Questions about whether she’s been vaccinated are “a violation of my HIPAA rights.”,Marjorie Taylor Greene,"July 21, 2021",false,1
216,Ciara O'Rourke,“Canada prohibits all vaxxed pilots from flying.”,Bloggers,"July 21, 2021",false,1
217,Ciara O'Rourke,Ex-AARP members wrote this letter criticizing the “Biden Regime.”,Facebook posts,"July 21, 2021",barely-true,1
218,Ciara O'Rourke,Photo shows people protesting against “vaccine tyranny” in France.,Viral image,"July 21, 2021",false,1
219,Madison Czopek,“You must give EVERY PENNY” of the advance child tax credit payments back when you file your 2021 taxes.,Tweets,"July 21, 2021",barely-true,1
220,Tom Kertscher,"“Unvaccinated, you can get COVID and have over 99% chance of survival. Get vaccinated and you can still get COVID and will still have over 99% chance of survival.”",Tomi Lahren,"July 21, 2021",barely-true,1
221,Ciara O'Rourke,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook posts,"July 21, 2021",false,1
222,Jon Greenberg,Says “Jeff Bezos will put 300 (metric tons) of carbon into the atmosphere for 180 seconds in space.”,Tweets,"July 20, 2021",false,1
223,Ciara O'Rourke,“Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.”,Viral image,"July 20, 2021",false,1
224,Bill McCarthy,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",Tucker Carlson,"July 20, 2021",false,1
225,Laura Schulte,"“A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people.”",Jill Karofsky,"July 20, 2021",false,1
226,Tom Kertscher,Says Donald Trump “won Arizona.”,Viral image,"July 20, 2021",false,1
227,Ciara O'Rourke,Says Kayleigh McEnany is John F. Kennedy Jr.’s daughter.,Viral image,"July 20, 2021",false,1
228,Kiannah Sepeda-Miller,"“You may be 55 years old in [Illinois] and a citizen and not eligible for Medicaid. But if you are an undocumented immigrant and 55 or older, you’re eligible for Medicaid.”",Terri Bryant,"July 20, 2021",false,1
229,Tom Kertscher,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia, were scanned multiple times” and “3,390 went to Biden.”",Facebook posts,"July 19, 2021",false,1
230,Tom Kertscher,"""Biden concedes 6 million votes.""",Facebook posts,"July 19, 2021",pants-fire,1
231,Kelsey Sena,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",Tweets,"• July 19,",pants-fire,1
232,Andy Nguyen,"Photo shows an electric car charging station that uses ""12 gallons of diesel fuel per hour, and it takes three hours to fully charge a car to get 200 miles. That's 36 gallons for 200 miles. 5.6 mpg.""",Facebook posts,"July 19, 2021",false,1
233,Gabrielle Settles,U.S. sanctions mean “Cuba can’t trade with any country or any company whatsoever.”,Facebook posts,"July 19, 2021",false,1
234,Ciara O'Rourke,A car flooded in Germany had a sticker critical of Greta Thunberg.,Viral image,"July 19, 2021",false,1
235,Tom Kertscher,"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",Donald Trump,"July 19, 2021",false,1
236,Kelsey Sena,Protest video shows “resistance” to “President Macron’s plan for mandatory COVID vaccinations of all French citizens.”,Facebook posts,"• July 16,",false,1
237,Katie Sanders,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image,"July 16, 2021",pants-fire,1
238,Brandon Mulder,"""There is clear legal authority to handcuff and put in leg irons legislators that are trying to stop the legislature from being able to do business.""",Ted Cruz,"July 16, 2021",false,1
239,Sasha Hupka,"“Newly obtained emails show UCSF harvesting the clitorises, testicles and penises of murdered babies.”",Facebook posts,"July 16, 2021",false,1
240,Monique Curet,Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.,Facebook posts,"July 15, 2021",false,1
241,Tom Kertscher,"""The government will be infiltrating” personal text messages.",Facebook posts,"July 15, 2021",false,1
242,Amy Sherman,"New and proposed state laws on voting mean “if you are going to be standing in that line for all those hours, you can’t have any water or any food.”",Kamala Harris,"July 15, 2021",barely-true,1
243,Kelsey Sena,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts,"• July 15,",pants-fire,1
244,Jason Asenso,Federal agents are going “door-to-door coercing people to be injected with experimental drugs.”,Instagram posts,"July 15, 2021",barely-true,1
245,Monique Curet,Carbon dioxide “is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.”,Facebook posts,"July 15, 2021",false,1
246,Paul Specht,Says “showing up at the front doors of people’s houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.”,Mark Robinson,"July 14, 2021",false,1
247,Tom Kertscher,"Says in February Facebook post that ""Britney won.""",Facebook posts,"July 14, 2021",barely-true,1
248,Kelsey Sena,“BREAKING: Pennsylvania initiated a FULL audit of the RIGGED ELECTION”,Facebook posts,"• July 14,",false,1
249,Paul Specht,“Over 75% of (North Carolina) supports medical marijuana.”,Wiley Nickel,"July 14, 2021",half-true,0
250,Samantha Putterman,A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,Facebook posts,"July 14, 2021",false,1
251,Gabrielle Settles,“There were no guns whatsoever” at the Capitol riot on Jan. 6.,Donald Trump,"July 13, 2021",false,1
252,Louis Jacobson,"""In 2020, more people voted in America than ever in the history of America, in the middle of a once-in-a-century pandemic.""",Joe Biden,"July 13, 2021",mostly-true,0
253,Ciara O'Rourke,Says CNN reported that Joe Biden authorized “a U.S. intervention in Haiti after the assassination of President Jovenel Moïse.”,Viral image,"July 13, 2021",false,1
254,Samantha Putterman,Says this crowd video shows the ongoing protests in Cuba.,Tweets,"July 13, 2021",false,1
255,Ciara O'Rourke,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image,"July 13, 2021",pants-fire,1
256,Tom Kertscher,Says Facebook imposes a 7% limit on a user’s sharing.,Viral image,"July 13, 2021",false,1
257,Samantha Putterman,"Haiti, Tanzania and Madagascar refused the COVID-19 vaccines and now all three of their presidents have died unexpectedly.",Facebook posts,"July 12, 2021",false,1
258,Ciara O'Rourke,“Lauren Boebert received a PPP loan for her restaurant.”,Facebook posts,"July 12, 2021",false,1
259,Kelsey Sena,"The number of children in seven countries “missing so far this year” range from 20,000 to 460,000.",Instagram posts,"• July 12,",false,1
260,Emily Tian,Sudden Infant Death Syndrome “is absolutely a side effect of vaccination.”,Instagram posts,"July 12, 2021",false,1
261,Samantha Putterman,A study found an “82% miscarriage rate” among women between 30 days and 20 weeks pregnant who got an mRNA COVID-19 vaccine.,Facebook posts,"July 9, 2021",false,1
262,Jason Asenso,"“In a now deleted Telegram post, former President Trump congratulated the Navy Seals on a ‘perfect beautiful whack’"" in Haiti.",Instagram posts,"July 9, 2021",false,1
263,Louis Jacobson,"“We have now created over 3 million jobs since I took office, more jobs than have ever been created in the first five months of any presidency in modern history.”",Joe Biden,"July 9, 2021",half-true,0
264,Jon Greenberg,"""Crime is escalating to a level we haven’t seen in decades as a direct result of Democrats’ defund the police movement and Biden-Harris open-border policies.""",Republican National Committee,"July 9, 2021",false,1
265,Samantha Putterman,"News organizations and sponsors ignored the accomplishments of Kim Rhode, a six-time Olympic medalist, because of her support of the Second Amendment.",Facebook posts,"July 9, 2021",false,1
266,Andy Nguyen,"If COVID-19 was real, the Duke and Duchess of Cambridge wouldn’t have been “allowed to join 50,000 other football fans inside a stadium.""",Instagram posts,"July 9, 2021",false,1
267,Ciara O'Rourke,Says Alexandria Ocasio-Cortez compared smoking marijuana and transgender women in the Olympics.,Viral image,"July 9, 2021",false,1
268,Ciara O'Rourke,A Canadian mayor said Muslims must integrate after they “demanded removal of pork in all school canteens in Montreal.”,Facebook posts,"July 9, 2021",false,1
